name,http_status,https_status,SIREN,type,sources,script
pleumeleuc.bzh,302 Moved Temporarily https://www.montfortcommunaute.bzh/wp-signup.php?new=pleumeleuc.bzh,302 Moved Temporarily https://www.montfortcommunaute.bzh/wp-signup.php?new=pleumeleuc.bzh,,Commune,ADULLACT,
www.pleumeleuc.bzh,200 OK,200 OK,,Commune,Wikidata,
pleumeur-gautier.bzh,301 Moved Permanently http://www.pleumeur-gautier.bzh,Connection failed,,Commune,ADULLACT,
www.pleumeur-gautier.bzh,200 OK,200 OK,,Commune,Wikidata,
plevin.bzh,301 Moved Permanently https://www.plevin.bzh,Connection failed,,Commune,ADULLACT,
www.plevin.bzh,200 OK,200 OK,,Commune,DILA open data,
plobannalec-lesconil.bzh,301 Moved Permanently https://www.plobannalec-lesconil.bzh/,301 Moved Permanently https://www.plobannalec-lesconil.bzh/,,Collectivité,ADULLACT,
www.plobannalec-lesconil.bzh,200 OK,200 OK,,Collectivité,Wikidata,
ploerdut.bzh,301 Moved Permanently http://www.ploerdut.bzh/,301 Moved Permanently https://www.ploerdut.bzh/,,Collectivité,Wikidata,
ploermel.bzh,301 Moved Permanently http://www.ploermel.bzh/,301 Moved Permanently https://www.ploermel.bzh/,,,ADULLACT,
www.ploermel.bzh,200 OK,200 OK,,,Redirection depuis www.ploermel.com,
ploermelcommunaute.bzh,301 Moved Permanently https://www.ploermelcommunaute.bzh/,301 Moved Permanently https://www.ploermelcommunaute.bzh/,,EPCI,ADULLACT,
www.ploermelcommunaute.bzh,200 OK,200 OK,,EPCI,ADULLACT,
ploeuclhermitage.bzh,301 Moved Permanently http://www.ploeuclhermitage.bzh,301 Moved Permanently https://www.ploeuclhermitage.bzh,,Commune,ADULLACT,
www.ploeuclhermitage.bzh,200 OK,200 OK,,Commune,Wikidata,
ploeven.bzh,Timeout,Timeout,,Collectivité,DILA open data,
www.ploeven.bzh,Timeout,Timeout,,Collectivité,ADULLACT,
plomelin.bzh,200 OK,200 OK,,Commune,DILA open data,
www.plomelin.bzh,301 Moved Permanently https://plomelin.bzh/,301 Moved Permanently https://plomelin.bzh/,,Commune,ADULLACT,
plomodiern.bzh,301 Moved Permanently https://www.plomodiern.bzh/,301 Moved Permanently https://www.plomodiern.bzh/,,Collectivité,ADULLACT,
www.plomodiern.bzh,200 OK,200 OK,,Collectivité,Wikidata,
ploneour-lanvern.bzh,200 OK,200 OK,,Collectivité,Wikidata,
www.ploneour-lanvern.bzh,301 Moved Permanently https://ploneour-lanvern.bzh/,certificate verify failed,,Collectivité,Wikidata,
ploubazlanec.bzh,certificate verify failed,certificate verify failed,,Commune,ADULLACT,
www.ploubazlanec.bzh,200 OK,200 OK,,Commune,DILA open data,
plouenan.bzh,302 Found https://www.plouenan.bzh,certificate verify failed,,Collectivité,ADULLACT,
www.plouenan.bzh,200 OK,200 OK,,Collectivité,Wikidata,
plougoulm.bzh,301 Moved Permanently https://www.plougoulm.bzh/,Network is unreachable,,Commune,ADULLACT,
www.plougoulm.bzh,200 OK,200 OK,,Commune,Wikidata,
plougoumelen.bzh,301 Moved Permanently http://www.plougoumelen.bzh/,301 Moved Permanently https://www.plougoumelen.bzh/,,Commune,ADULLACT,
www.plougoumelen.bzh,200 OK,200 OK,,Commune,Wikidata,
plouguerneau.bzh,200 OK,200 OK,,Collectivité,Wikidata,
www.plouguerneau.bzh,301 Moved Permanently https://plouguerneau.bzh/,301 Moved Permanently https://plouguerneau.bzh/,,Collectivité,ADULLACT,
plouguernevel.bzh,503 Service Unavailable,certificate verify failed,,Collectivité,ADULLACT,
www.plouguernevel.bzh,200 OK,200 OK,,Collectivité,DILA open data,
plouguin.bzh,200 OK,200 OK,,Collectivité,Wikidata,
plouhinec.bzh,Timeout,Timeout,,Collectivité,ADULLACT,
www.plouhinec.bzh,200 OK,200 OK,,Collectivité,Wikidata,
ploumilliau.bzh,200 OK,200 OK,,Collectivité,DILA open data,
www.ploumilliau.bzh,301 Moved Permanently https://ploumilliau.bzh/mairie/,301 Moved Permanently https://ploumilliau.bzh/mairie/,,Collectivité,ADULLACT,
ploumoguer.bzh,200 OK,200 OK,,Commune,ADULLACT,
www.ploumoguer.bzh,301 Moved Permanently https://ploumoguer.bzh/,301 Moved Permanently https://ploumoguer.bzh/,,Commune,Wikidata,
plouneour-menez.bzh,301 Moved Permanently https://www.plouneour-menez.bzh/,301 Moved Permanently https://www.plouneour-menez.bzh/,,Collectivité,ADULLACT,
www.plouneour-menez.bzh,200 OK,200 OK,,Collectivité,Wikidata,
plounerin.bzh,200 OK,200 OK,,Commune,ADULLACT,
www.plounerin.bzh,200 OK,certificate verify failed,,Commune,DILA open data,
plourin-morlaix.bzh,301 Moved Permanently https://www.plourin-morlaix.bzh/,301 Moved Permanently https://www.plourin-morlaix.bzh/,,Collectivité,ADULLACT,
www.plourin-morlaix.bzh,200 OK,200 OK,,Collectivité,DILA open data,
plozevet.bzh,301 Moved Permanently http://www.plozevet.fr/,Connection reset by peer,,Commune,ADULLACT,
www.plozevet.bzh,200 OK,200 OK,,Commune,ADULLACT,
plufur.bzh,301 Moved Permanently http://www.plufur.bzh/,certificate verify failed,,Commune,ADULLACT,
www.plufur.bzh,200 OK,certificate verify failed,,Commune,Wikidata,
plumeliau-bieuzy.bzh,301 Moved Permanently https://www.plumeliau-bieuzy.bzh/,301 Moved Permanently https://www.plumeliau-bieuzy.bzh/,,Commune,ADULLACT,
www.plumeliau-bieuzy.bzh,200 OK,200 OK,,Commune,Wikidata,
plurien.bzh,301 Moved Permanently http://www.plurien.bzh,301 Moved Permanently https://www.plurien.bzh,,Collectivité,ADULLACT,
www.plurien.bzh,200 OK,200 OK,,Collectivité,DILA open data,
poher.bzh,301 Moved Permanently http://www.poher.bzh,Connection failed,,Commune,ADULLACT,
www.poher.bzh,200 OK,200 OK,,Commune,Wikidata,
pommeritlevicomte.bzh,302 Found https://pommeritlevicomte.fr/,302 Found https://pommeritlevicomte.fr/,,,ADULLACT,
www.pommeritlevicomte.bzh,302 Found http://pommeritlevicomte.fr/,302 Found http://pommeritlevicomte.fr/,,,ADULLACT,
pontivy-communaute.bzh,301 Moved Permanently https://www.pontivy-communaute.bzh/,301 Moved Permanently https://www.pontivy-communaute.bzh/,,EPCI,ADULLACT,
www.pontivy-communaute.bzh,200 OK,200 OK,,EPCI,ADULLACT,
pouldreuzic.bzh,301 Moved Permanently https://www.pouldreuzic.bzh/,301 Moved Permanently https://www.pouldreuzic.bzh/,,Collectivité,ADULLACT,
www.pouldreuzic.bzh,200 OK,200 OK,,Collectivité,Wikidata,
quemeneven.bzh,403 Forbidden,403 Forbidden,,Collectivité,Wikidata,
querrien.bzh,301 Moved Permanently https://www.querrien.bzh/,301 Moved Permanently https://www.querrien.bzh/,,Collectivité,ADULLACT,
www.querrien.bzh,200 OK,200 OK,,Collectivité,DILA open data,
quimper.bzh,301 Moved Permanently https://www.quimper.bzh/,301 Moved Permanently https://www.quimper.bzh/,,Collectivité,Ajout manuel de Bastien Guerry,
www.quimper.bzh,200 OK,200 OK,,Collectivité,Ajout manuel de Julien Palard,
quimper-bretagne-occidentale.bzh,301 Moved Permanently https://www.quimper-bretagne-occidentale.bzh/,301 Moved Permanently https://www.quimper-bretagne-occidentale.bzh/,,EPCI,ADULLACT,
www.quimper-bretagne-occidentale.bzh,200 OK,200 OK,,EPCI,ADULLACT,
quimperle.bzh,301 Moved Permanently https://www.quimperle.bzh/,301 Moved Permanently https://www.quimperle.bzh/,,Collectivité,ADULLACT,
www.quimperle.bzh,200 OK,200 OK,,Collectivité,Wikidata,
quimperle-co.bzh,301 Moved Permanently https://www.quimperle-communaute.bzh/,301 Moved Permanently https://www.quimperle-communaute.bzh/,,Collectivité,Ajout manuel de Bastien Guerry,
quimperle-communaute.bzh,301 Moved Permanently https://www.quimperle-communaute.bzh/,301 Moved Permanently https://www.quimperle-communaute.bzh/,,EPCI,Ajout manuel de Julien Palard,
www.quimperle-communaute.bzh,200 OK,200 OK,,EPCI,Ajout manuel de Julien Palard,
radenac.bzh,200 OK,200 OK,,Collectivité,Wikidata,
rafcom.bzh,301 Moved Permanently https://www.rafcom.bzh/,301 Moved Permanently https://www.rafcom.bzh/,,EPCI,Ajout manuel de Matthieu FAURE,
www.rafcom.bzh,200 OK,200 OK,,EPCI,Ajout manuel de Matthieu FAURE,
redon.bzh,301 Moved Permanently https://www.redon.fr/,301 Moved Permanently https://www.redon.fr/,,Collectivité,ADULLACT,
www.redon.bzh,301 Moved Permanently https://www.redon.fr/,301 Moved Permanently https://www.redon.fr/,,Collectivité,DILA open data,
redon-agglomeration.bzh,302 Found https://www.redon-agglomeration.bzh/,302 Found https://www.redon-agglomeration.bzh/,,EPCI,ADULLACT,
www.redon-agglomeration.bzh,200 OK,200 OK,,EPCI,ADULLACT,
riecsurbelon.bzh,301 Moved Permanently https://www.riecsurbelon.bzh/,301 Moved Permanently https://www.riecsurbelon.bzh/,,Collectivité,ADULLACT,
www.riecsurbelon.bzh,200 OK,200 OK,,Collectivité,Wikidata,
rmcom.bzh,200 OK,200 OK,,,Redirection depuis roimorvancommunaute.com,
rochefortenterre-tourisme.bzh,301 Moved Permanently https://www.raccourci.fr/,301 Moved Permanently https://www.raccourci.fr/,,,ADULLACT,
www.rochefortenterre-tourisme.bzh,200 OK,200 OK,,,Redirection depuis www.rochefort-en-terre.com,
roscoff.bzh,301 Moved Permanently https://www.roscoff.bzh/,301 Moved Permanently https://www.roscoff.bzh/,,Collectivité,ADULLACT,
www.roscoff.bzh,200 OK,200 OK,,Collectivité,Wikidata,
saint-aubin-du-cormier.bzh,301 Moved Permanently https://www.saint-aubin-du-cormier.bzh/,301 Moved Permanently https://www.saint-aubin-du-cormier.bzh/,,Commune,ADULLACT,
www.saint-aubin-du-cormier.bzh,200 OK,200 OK,,Commune,Wikidata,
saint-ave.bzh,certificate verify failed,certificate verify failed,,Collectivité,ADULLACT,
www.saint-ave.bzh,200 OK,200 OK,,Collectivité,Wikidata,
saint-congard.bzh,301 Moved Permanently https://saint-congard.bzh:443/,200 OK,,Collectivité,ADULLACT,
www.saint-congard.bzh,301 Moved Permanently https://www.saint-congard.bzh:443/,301 Moved Permanently https://saint-congard.bzh/,,Collectivité,Wikidata,
saint-evarzec.bzh,301 Moved Permanently https://www.saint-evarzec.bzh/,301 Moved Permanently https://www.saint-evarzec.bzh/,,Collectivité,ADULLACT,
www.saint-evarzec.bzh,200 OK,200 OK,,Collectivité,Wikidata,
saint-pabu.bzh,301 Moved Permanently https://www.saint-pabu.bzh/,301 Moved Permanently https://www.saint-pabu.bzh/,,Collectivité,ADULLACT,
www.saint-pabu.bzh,200 OK,200 OK,,Collectivité,Wikidata,
saint-thegonnec-loc-eguiner.bzh,200 OK,200 OK,,Collectivité,Wikidata,
www.saint-thegonnec-loc-eguiner.bzh,301 Moved Permanently https://saint-thegonnec-loc-eguiner.bzh/,301 Moved Permanently https://saint-thegonnec-loc-eguiner.bzh/,,Collectivité,ADULLACT,
saint-yvi.bzh,No address associated with hostname,No address associated with hostname,,Collectivité,ADULLACT,
www.saint-yvi.bzh,200 OK,200 OK,,Collectivité,Wikidata,
saintbrieuc-armor-agglo.bzh,301 Moved Permanently https://www.saintbrieuc-armor-agglo.bzh/,301 Moved Permanently https://www.saintbrieuc-armor-agglo.bzh/,,,Redirection depuis www.saintbrieuc-armor-agglo.fr,
www.saintbrieuc-armor-agglo.bzh,200 OK,200 OK,,,ADULLACT,
saintehelenesurmer.bzh,200 OK,200 OK,,Commune,Wikidata,
www.saintehelenesurmer.bzh,301 Moved Permanently https://saintehelenesurmer.bzh/,301 Moved Permanently https://saintehelenesurmer.bzh/,,Commune,Ajout manuel de Matthieu FAURE,
scaer.bzh,301 Moved Permanently https://www.scaer.bzh/,301 Moved Permanently https://www.scaer.bzh/,,Collectivité,ADULLACT,
www.scaer.bzh,200 OK,200 OK,,Collectivité,Wikidata,
scrignac.bzh,301 Moved Permanently https://scrignac.bzh:443/,200 OK,,Commune,Wikidata,
www.scrignac.bzh,301 Moved Permanently https://www.scrignac.bzh:443/,301 Moved Permanently https://scrignac.bzh/,,Commune,Ajout manuel de Matthieu FAURE,
sene.bzh,301 Moved Permanently https://www.sene.bzh/,301 Moved Permanently https://www.sene.bzh/,,Commune,ADULLACT,
www.sene.bzh,200 OK,200 OK,,Commune,DILA open data,
sevignac.bzh,301 Moved Permanently http://www.sevignac.bzh,Connection failed,,Collectivité,ADULLACT,
www.sevignac.bzh,200 OK,200 OK,,Collectivité,DILA open data,
sivalodet.bzh,Timeout,Timeout,,Collectivité,ADULLACT,
www.sivalodet.bzh,200 OK,200 OK,,Collectivité,Wikidata,
st-andre-des-eaux22.bzh,200 OK,certificate verify failed,,Commune,DILA open data,
www.st-andre-des-eaux22.bzh,301 Moved Permanently http://st-andre-des-eaux22.bzh/,certificate verify failed,,Commune,Ajout manuel de Matthieu FAURE,
syndicateauxbasleon.bzh,301 Moved Permanently https://www.syndicateauxbasleon.bzh/,301 Moved Permanently https://www.syndicateauxbasleon.bzh/,,Collectivité,ADULLACT,
www.syndicateauxbasleon.bzh,200 OK,200 OK,,Collectivité,Banatic,import-base-nationale-sur-les-intercommunalites.py
telgruc-sur-mer.bzh,301 Moved Permanently https://www.telgruc-sur-mer.bzh/,301 Moved Permanently https://www.telgruc-sur-mer.bzh/,,Collectivité,ADULLACT,
www.telgruc-sur-mer.bzh,200 OK,200 OK,,Collectivité,Wikidata,
tourch.bzh,418 ,418 ,,Collectivité,ADULLACT,
www.tourch.bzh,200 OK,200 OK,,Collectivité,DILA open data,
tredias.bzh,301 Moved Permanently http://www.tredias.bzh,Connection failed,,Collectivité,ADULLACT,
www.tredias.bzh,200 OK,200 OK,,Collectivité,Wikidata,
treffiagat.bzh,200 OK,200 OK,,Collectivité,Wikidata,
www.treffiagat.bzh,301 Moved Permanently http://treffiagat.bzh/,301 Moved Permanently https://treffiagat.bzh/,,Collectivité,ADULLACT,
treflevenez.bzh,200 OK,certificate verify failed,,Collectivité,ADULLACT,
www.treflevenez.bzh,200 OK,certificate verify failed,,Collectivité,DILA open data,
tregarantec.bzh,200 OK,200 OK,,Collectivité,Wikidata,
tremaouezan.bzh,200 OK,200 OK,,,Redirection depuis tremaouezan.fr,
tremel.bzh,301 Moved Permanently https://www.tremel.bzh/,301 Moved Permanently https://www.tremel.bzh/,,Commune,ADULLACT,
www.tremel.bzh,200 OK,200 OK,,Commune,Wikidata,
tremorel.bzh,301 Moved Permanently http://www.tremorel.bzh,301 Moved Permanently https://www.tremorel.bzh,,Collectivité,ADULLACT,
www.tremorel.bzh,200 OK,200 OK,,Collectivité,DILA open data,
treouergat.bzh,302 Moved Temporarily http://www.treouergat.bzh,Connection failed,,Collectivité,ADULLACT,
www.treouergat.bzh,301 Moved Permanently https://treouergat.bzh/,301 Moved Permanently https://treouergat.bzh/,,Collectivité,Wikidata,
trevou-treguignec.bzh,200 OK,200 OK,,Collectivité,Wikidata,
www.trevou-treguignec.bzh,301 Moved Permanently https://trevou-treguignec.bzh/,301 Moved Permanently https://trevou-treguignec.bzh/,,Collectivité,Wikidata,
trevron.bzh,301 Moved Permanently https://www.trevron.bzh/,301 Moved Permanently https://www.trevron.bzh/,,Commune,ADULLACT,
www.trevron.bzh,200 OK,200 OK,,Commune,DILA open data,
vannes.bzh,Temporary failure in name resolution,Temporary failure in name resolution,,Collectivité,ADULLACT,
www.vannes.bzh,Temporary failure in name resolution,Temporary failure in name resolution,,Collectivité,Wikidata,
ville-carhaix.bzh,301 Moved Permanently http://www.ville-carhaix.bzh,Connection failed,,Commune,Ajout manuel de Bastien Guerry,
www.ville-carhaix.bzh,200 OK,200 OK,,Commune,Ajout manuel de Julien Palard,
ville-landerneau.bzh,Name or service not known,Name or service not known,,,ADULLACT,
www.ville-landerneau.bzh,Name or service not known,Name or service not known,,,ADULLACT,
ville-plougastel.bzh,200 OK,200 OK,,Commune,Ajout manuel de Julien Palard,
ville-pontivy.bzh,200 OK,200 OK,,Commune,Wikidata,
www.ville-pontivy.bzh,301 Moved Permanently https://ville-pontivy.bzh/,certificate verify failed,,Commune,ADULLACT,
ville-pontlabbe.bzh,200 OK,200 OK,,Commune,Wikidata,
villedemalestroit.bzh,301 Moved Permanently https://www.malestroit.bzh/,301 Moved Permanently https://www.malestroit.bzh/,,Commune,ADULLACT,
www.villedemalestroit.bzh,200 OK,200 OK,,Commune,DILA open data,
villeguingamp.bzh,301 Moved Permanently https://www.villeguingamp.bzh/,301 Moved Permanently https://www.villeguingamp.bzh/,,Commune,ADULLACT,
www.villeguingamp.bzh,200 OK,200 OK,,Commune,Wikidata,
yffiniac.bzh,301 Moved Permanently https://www.yffiniac.bzh/,301 Moved Permanently https://www.yffiniac.bzh/,,,ADULLACT,
www.yffiniac.bzh,200 OK,200 OK,,,Redirection depuis www.yffiniac.com,
politzer.shost.ca,Name or service not known,Name or service not known,,Établissement scolaire,Ajout manuel de Michaël Bideault (Villes Internet),
monvillage.cafe,302 Moved Temporarily http://www.monvillage.cafe/,302 Moved Temporarily https://www.monvillage.cafe/,,Collectivité,ADULLACT,
www.monvillage.cafe,200 OK,200 OK,,Collectivité,DILA open data,
dos.demo.osp.cat,Timeout,Timeout,,,https://crt.sh/?id=8564397249,import-from-ct-logs.py
dos.demo2.osp.cat,Timeout,Timeout,,,https://crt.sh/?id=8564397249,import-from-ct-logs.py
edu.osp.cat,Connection failed,Connection failed,,,CT logs,import-from-ct-logs.py
jni.edu.osp.cat,Connection failed,Connection failed,,,CT logs,import-from-ct-logs.py
grenelle.osp.cat,Timeout,Timeout,,,CT logs,import-from-ct-logs.py
cernayleglise.nexgate.ch,200 OK,200 OK,,Collectivité,DILA open data,
dgs-sisacenq.cegedim.cloud,Name or service not known,Name or service not known,,,Ajout manuel de Julien Palard,
dgs-sisacenq-integ.cegedim.cloud,Name or service not known,Name or service not known,,,https://github.com/tb0hdan/domains/blob/master/data/france,
bestfreecams.club,301 Moved Permanently https://www.thefontworld.com/,301 Moved Permanently https://www.thefontworld.com/,,Collectivité,ADULLACT,
www.bestfreecams.club,301 Moved Permanently https://www.thefontworld.com/,301 Moved Permanently https://www.thefontworld.com/,,Collectivité,Wikidata,
le4bis-ij.cm,Name or service not known,Name or service not known,,,ADULLACT,
www.le4bis-ij.cm,Name or service not known,Name or service not known,,,ADULLACT,
lebercail.co,500 Internal Server Error,500 Internal Server Error,,,ADULLACT,
www.jmonnet36.college,200 OK,200 OK,,Établissement scolaire,Ajout manuel de Michaël Bideault (Villes Internet),
lubetbarbon.college,Name or service not known,Name or service not known,,Établissement scolaire,Ajout manuel de Michaël Bideault (Villes Internet),
lachy.1001villages.com,certificate verify failed,certificate verify failed,,Collectivité,Wikidata,
59188saintaubert.com,301 Moved Permanently https://www.59188saintaubert.com/,301 Moved Permanently https://www.59188saintaubert.com/,,Collectivité,ADULLACT,
www.59188saintaubert.com,200 OK,200 OK,,Collectivité,Wikidata,
srv141.7wi7.com,200 OK,200 OK,,Collectivité,Wikidata,
abc-blanquefort.com,301 Moved Permanently https://abcs-blanquefort.fr,Connection failed,,,ADULLACT,
www.abcdavaye.com,200 OK,200 OK,,Établissement scolaire,Ajout manuel de Michaël Bideault (Villes Internet),
ablain-st-nazaire.com,200 OK,200 OK,,Collectivité,ADULLACT,
www.ablain-st-nazaire.com,200 OK,200 OK,,Collectivité,Wikidata,
abondant-village.com,301 Moved Permanently https://www.abondant-village.com/,301 Moved Permanently https://www.abondant-village.com/,,Collectivité,ADULLACT,
www.abondant-village.com,200,200,,Collectivité,DILA open data,
www.acajou2.com,301 Moved Permanently https://acajou2.com/,certificate verify failed,,Établissement scolaire,Ajout manuel de Michaël Bideault (Villes Internet),
acticity.com,301 Moved Permanently https://www.acticity.com/,301 Moved Permanently https://www.acticity.com/,,,ADULLACT,
www.acticity.com,200 OK,200 OK,,,ADULLACT,
actionetcompetence-alsace.com,200 OK,200 OK,,,ADULLACT,
www.actionetcompetence-alsace.com,200 OK,200 OK,,,ADULLACT,
sardent.actuvillage.com,Name or service not known,Name or service not known,,Collectivité,Wikidata,
acvi.com,403 Forbidden,Timeout,,EPCI,ADULLACT,
www.acvi.com,403 Forbidden,Network is unreachable,,EPCI,ADULLACT,
adil86.com,200 OK,certificate verify failed,,,ADULLACT,
www.adil86.com,301 Moved Permanently https://www.anil.org/adil-86/,301 Moved Permanently https://www.anil.org/adil-86/,,,ADULLACT,
adil974.com,200 OK,certificate verify failed,,,ADULLACT,
www.adil974.com,301 Moved Permanently https://www.anil.org/adil-974/,301 Moved Permanently https://www.anil.org/adil-974/,,,ADULLACT,
www.adusolier-nontron.com,200 OK,200 OK,,Établissement scolaire,Ajout manuel de Michaël Bideault (Villes Internet),
vivezafone.afoneparticipations.com,Name or service not known,Name or service not known,,,CT logs,import-from-ct-logs.py
afpar.com,301 Moved Permanently https://afpar.re/,301 Moved Permanently https://afpar.re/,,,ADULLACT,
www.afpar.com,301 Moved Permanently https://afpar.com/,301 Moved Permanently https://afpar.com/,,,ADULLACT,
